-1.6973059914,3.2825957055,-2.9017233816,10.0876600022,-1.6688626116,-0.6678075079,9.8133426309,1.7282773229,-1.149095742,-9.6405840374,-11.9470869491,12.2850917255,9.7689910588,8.4787984829,13.8714738762,-10.5686709292,9.2511730197,0.8850849162,14.0841228363,7.6491629677,5.8780361863,13.5724934227,-10.3905688147,10.5824631835,-13.8504244781,5.9680424398,-14.9019856584,12.9110811549
-2.9714665129,-11.0501064938,-3.8742085009,6.315501761,7.8865451547,-0.913700246,14.7412170155,8.1888710059,6.3962876757,4.6789095382,6.634240347,2.5812253458,2.0724430388,-5.578951637,-14.5368300577,10.1047053384,3.1413585025,4.1214913308,4.4702166768,8.9557418328,-12.6373339015,-14.8523799423,-1.2387750305,8.6743198471,14.0236019902,-14.8446828337,-2.9017454309,-5.4239433864
1.5431008346,-12.9322637099,-7.3305539327,-7.8401334119,0.6285822279,2.919225839,3.9142501173,12.5879809246,4.8078929678,-12.9722555742,6.418482597,6.2947744131,-8.7684675803,-13.8750744503,-2.6353748819,-4.3279737734,-3.9512074837,-6.0218881361,-0.1859226879,-0.8403263957,2.7771888943,12.7347222724,-0.6205223973,-0.4758234072,-13.9365168185,7.7670027463,-2.2590418718,-12.9761995384
-10.4623412808,7.8878752127,-2.4275343539,1.3059378346,-5.6989239028,7.7699708561,-11.8512866173,7.0840979835,6.2007749733,-0.0735764799,-5.7741635978,8.1715844964,8.9712260521,-1.3857653561,-4.1558859394,6.094464502,6.7338053306,4.0750476831,1.5376442399,-7.3252383231,-4.2680236328,-12.6964913807,2.3805886186,2.1403247998,2.8799112402,7.2427861471,-12.3321311061,10.3204962241
8.4668578327,14.388590126,-8.2286182644,-11.1017799086,-7.9870199937,-0.1958262414,3.5259716471,5.4915385302,14.8437463191,-8.1520220408,0.4911646398,6.9441429478,-2.6321305422,-1.1157432797,-0.1854426162,-14.7636377635,1.0040710617,2.7488464805,3.8455530347,14.742724241,2.1686278998,14.9512997911,4.55861702,6.9243080925,-0.400215793,12.5688191918,12.4335314724,-0.6135924259
14.6514494644,11.5594990466,-2.0974758043,-11.046307482,14.6755934413,9.3126624648,-3.5089239575,6.4249108174,13.0518136114,0.5703850456,-8.2874278903,-0.5574287349,14.189847955,-3.9925458029,-5.1392174038,-1.9665554045,12.8641114538,7.93722204,13.0666492671,-4.0726919149,-1.6326560887,12.0913427634,-4.4670792491,-13.4541248022,-10.6414373485,9.511842788,-4.2534848689,-12.5175937419
-12.2574547388,-9.0472599715,-2.6314756939,14.4691685998,6.0573847451,8.0782060365,-7.5329700777,13.6891602501,-3.4849195861,0.781165847,0.8859481278,-9.4741676047,8.9984198128,7.6411529971,-2.3526808759,-8.0526709266,9.8123112562,-3.9153262896,-5.1337179886,-10.390467081,1.4254053385,-1.2576762573,-6.5451473192,-0.4841642851,-2.1225807634,-5.68596078,11.1236177413,-4.4503958109
10.7036618598,-1.8242106896,7.015145423,-6.3945529056,-14.1845469278,-12.3111031627,1.7386493801,6.2136242369,4.1638010865,-1.1387501727,7.0326424806,-5.1277172471,0.2969758376,-3.4295603038,-3.907609297,0.3890196654,10.7009075663,0.7763451473,1.7997394882,-13.3532874657,-3.1857584347,-1.680157279,14.7815705634,-9.7309824794,6.2585072051,-3.7231519049,-1.9205788632,5.9804974571
14.5039216252,-9.136874182,-5.3720182903,-0.3934371871,5.7381071335,8.2158156397,9.677644588,5.7641313876,-8.1220273338,3.3389163849,1.2790979299,6.0030535635,-1.5969972278,-10.6795997808,6.2955479301,-7.7132533233,0.4216885594,-13.3876555915,10.1045656787,-3.388571444,14.1307964947,-9.0751072552,1.5254405104,-0.8487294016,-3.2401386321,2.7209728051,-0.2402003476,-13.9997939733
-0.4178042468,2.0010859465,13.7392465279,14.3922984524,1.6332179107,7.5007942777,12.8976291788,6.2071150269,-13.9314813615,4.3594486553,7.6581249041,3.1734360666,0.2243403412,-7.2692173314,12.3317437584,1.4676001414,0.1662025602,-3.0649253055,7.2494578347,-9.5666489373,-9.9491929711,7.5615587157,8.2764248788,-4.5476457888,-3.2752836398,-14.8490442531,2.0145241147,-6.1061311336
