-7.6325499598,9.3145926961,6.4591966736,13.2918138493,7.9439077961,2.1814508614,8.0279662241,0.9797931472,0.3703709255,7.9744619337,4.0268663509,-5.0321652522,12.2594629071,-7.4068639388,5.7664542202,8.4389091336,6.5483833695,9.6827176571,1.6380079041,-14.7082737795,-7.3085288815,-2.8291896539,6.5522883729,-2.1020453757,-5.061170472,-8.0549854804,4.4194260212,12.73937365
12.50483049,-13.8902474764,-6.9389007591,-10.6565459521,-2.8970911263,-12.0303198401,4.6514047296,-5.3318474852,14.1114642776,3.2020587785,-12.2780790098,9.9884691892,-9.3070521949,7.6714674752,-6.0292438865,2.6608088511,-4.8464159071,-8.3766330321,3.1548344277,12.3317682092,-6.2925030683,14.4403121886,5.2235947366,5.4802519376,4.7334641008,-2.9473308936,0.036039197,-12.0974940715
-14.1364061366,-4.3696199994,-10.2612622071,0.7029213333,-5.572880154,-4.3050041947,2.8596099236,-3.7690348353,-2.3859636601,12.4964862656,11.6874322551,-13.6293492385,3.4771914119,-5.8536626022,2.3416283483,0.1764525469,5.4774811285,6.8920706816,1.4219762558,-8.7464607903,-1.4649802893,11.6795580174,3.7297931942,-8.9636936313,-9.2855487597,9.5837131921,-3.6001737978,-9.1512342114
10.1482609685,7.8817904266,13.6545790385,-12.9500654209,-2.7480792348,-2.165095477,13.3733599471,-12.5403970846,8.5624169117,4.015201107,-12.0732781614,9.6750536232,12.8257703515,-3.351095081,12.9642859459,-11.3405991533,-4.6312847274,-0.2308322775,3.4930675048,-14.0029741244,-12.6705311609,13.286949299,-7.504445236,-14.7193069176,13.5761418747,13.7088261593,-13.3429448166,-10.9409665332
9.7342382027,7.7539046044,4.7684719464,-1.6158572449,6.5485974627,13.8498646627,3.1716493785,-2.1110754882,9.7676321242,-14.0929666001,5.6353605281,-4.2588435802,-1.5380229654,-11.5937041987,-7.6256499558,2.726916548,1.7269637718,6.275703518,-7.4691120545,-7.4102692227,8.8385221312,14.4101666812,2.4260194642,10.1736445386,-7.4997461136,2.4534138259,8.3908482791,-6.739078721
3.9879015356,-8.727788736,-6.3404757919,7.6991811536,8.411324029,7.2263396398,12.8661936343,6.4783339592,1.0182546806,14.9188406183,10.782495498,-2.5965500029,6.1870554969,12.8173567304,-8.7630112743,-0.190175814,-9.8910002416,-11.9393410432,-14.3694128335,-10.3201378618,3.2072066834,8.6225626918,5.6200938679,3.5043096425,7.1200089467,10.3011322725,13.5976176521,0.9463446647
13.6622989026,14.8767361702,-6.5936513988,4.4690439154,-14.4762124533,11.855030014,7.294439183,10.8853439264,-6.4344780743,-0.623286105,-3.8920357857,5.7123638525,10.0662058458,1.1620815704,-1.5109286454,-0.2088878116,4.4264417585,-9.3620500202,-10.8007768923,-12.5223518372,-7.6280565516,7.2275694836,-6.0396435857,-0.8194525945,-2.8976145749,0.0376318787,14.8574658114,6.9410558596
-12.8857779717,14.135495836,0.5804858808,9.9755187635,10.159680408,-2.6053569351,-13.1520277503,9.0241680208,-1.5002365917,12.1195362526,-13.7905735358,-1.5600289368,8.7517778281,-11.0169426849,13.2461742813,-5.8241461854,0.8808701861,9.4137815222,7.879630961,3.750549771,0.9109150755,-5.6471658187,4.6759540361,9.1507506619,-7.2012960287,6.8993421338,9.1039247544,4.0160434662
-11.7127481886,4.1491804629,11.2785651823,10.2041144403,-9.339934731,-8.9468382824,-0.7974183788,-2.9308631772,9.4183796592,-9.3347874893,2.4663828688,-2.4455162671,-12.6237982517,2.5352510786,2.0521840114,-3.6693651221,-14.2824405181,-3.7739728874,5.8631858464,-8.3708825693,-2.7133468926,-12.958005996,-12.4885251496,-9.78354195,-1.8082971598,12.4774205148,6.5496807748,12.3134542122
-4.58428223,3.8082259845,-13.2154543513,13.9559156198,-13.6896418282,13.1249494807,-1.5975388569,0.6120153458,-14.0092878956,4.4292345843,-11.5682406045,7.4174421818,6.6150906092,-3.6297743896,2.4361849995,14.4325448675,11.6933431874,-10.261223015,14.0597780344,-3.5088258203,-14.8066848867,2.8807929494,6.9692424852,-14.092163927,2.6696081319,-9.503863837,-2.1894265182,-10.9698309272
